symbol,token,name
TOP10ADD,25171,TOP10ADD
KROSS,25252,KROSS
BALAJEE,25203,BALAJEE
FIEMIND,13710,FIEMIND
BFUTILITIE,14567,BFUTILITIE
DCBBANK,13725,DCBBANK
RUCHIRA,13821,RUCHIRA
TORNTPOWER,13786,TORNTPOWER
NAVINFLUOR,14672,NAVINFLUOR
HGS,14712,HGS
021NSETEST,14751,021NSETEST
131NSETEST,14778,131NSETEST
TIIL,14223,TIIL
USK,14871,USK
ADSL,14813,ADSL
PAGEIND,14413,PAGEIND
ASTRAL,14418,ASTRAL
SHIVAMILLS,1497,SHIVAMILLS
ASIANTILES,14889,ASIANTILES
KDDL,14908,KDDL
GOLDBEES,14428,GOLDBEES
JKTYRE,14435,JKTYRE
CCCL,14992,CCCL
MOGSEC,1507,MOGSEC
BANSWRAS,14511,BANSWRAS
ICRA,14523,ICRA
PSUBNKIETF,14584,PSUBNKIETF
TGBHOTELS,14607,TGBHOTELS
FORTIS,14592,FORTIS
KNRCON,15283,KNRCON
031NSETEST,14753,031NSETEST
DLF,14732,DLF
061NSETEST,14762,061NSETEST
IDBI,1476,IDBI
NELCAST,14761,NELCAST
TARC,1581,TARC
MAGNUM,14957,MAGNUM
PRINCEPIPE,16045,PRINCEPIPE
IOC,1624,IOC
KSCL,14972,KSCL
MANGCHEFER,15007,MANGCHEFER
EBBETF0430,16253,EBBETF0430
LINDEINDIA,1627,LINDEINDIA
ENERGYDEV,15049,ENERGYDEV
CERA,15039,CERA
KOLTEPATIL,15124,KOLTEPATIL
ITC,1660,ITC
INDIACEM,1515,INDIACEM
TARIL,15174,TARIL
COLPAL,15141,COLPAL
AMBIKCO,15234,AMBIKCO
UJJIVANSFB,15228,UJJIVANSFB
HGINFRA,1672,HGINFRA
GSS,15347,GSS
HINDWAREAP,15883,HINDWAREAP
LPDC,16863,LPDC
APCOTEXIND,154,APCOTEXIND
INGERRAND,1597,INGERRAND
ZFCVINDIA,16915,ZFCVINDIA
PAVNAIND,16192,PAVNAIND
VAISHALI,16589,VAISHALI
BAJAJ-AUTO,16669,BAJAJ-AUTO
JAYBARMARU,1708,JAYBARMARU
UBL,16713,UBL
KOKUYOCMLN,16827,KOKUYOCMLN
IKIO,16822,IKIO
IDEAFORGE,17140,IDEAFORGE
CROMPTON,17094,CROMPTON
SENCO,17271,SENCO
AARTECH,17145,AARTECH
MHRIL,17333,MHRIL
EXPLEOSOL,17486,EXPLEOSOL
PVTBANKADD,17576,PVTBANKADD
ZYDUSWELL,17635,ZYDUSWELL
JINDALPOLY,1756,JINDALPOLY
UNIVPHOTO,17659,UNIVPHOTO
MIDSELIETF,17702,MIDSELIETF
ASTEC,17728,ASTEC
POKARNA,17651,POKARNA
DEN,17722,DEN
SHILPAMED,17752,SHILPAMED
TREL,17795,TREL
COHANCE,17945,COHANCE
QUAL30IETF,17808,QUAL30IETF
GEEKAYWIRE,17922,GEEKAYWIRE
VASCONEQ,18110,VASCONEQ
THANGAMAYL,18118,THANGAMAYL
EMMBI,18142,EMMBI
WHIRLPOOL,18011,WHIRLPOOL
NIFTY1,18102,NIFTY1
SRGHFL,18119,SRGHFL
KARURVYSYA,1838,KARURVYSYA
POWERINDIA,18457,POWERINDIA
NIFMID150,18347,NIFMID150
TEXMOPIPES,18214,TEXMOPIPES
KCP,1841,KCP
MITTAL,18562,MITTAL
MARATHON,18659,MARATHON
KIRLOSBROS,18581,KIRLOSBROS
SJVN,18883,SJVN
SUNDARAM,18931,SUNDARAM
KINGFA,18944,KINGFA
MANAPPURAM,19061,MANAPPURAM
YATRA,18760,YATRA
MVGJL,19015,MVGJL
CUMMINSIND,1901,CUMMINSIND
KIOCL,19126,KIOCL
AARVI,19073,AARVI
EMAMIREAL,19277,EMAMIREAL
NBIFIN,19111,NBIFIN
SFL,19184,SFL
IRMENERGY,19597,IRMENERGY
TCIEXP,19223,TCIEXP
MOM50,19289,MOM50
CAPTRUST,19447,CAPTRUST
IITL,19525,IITL
ADFFOODS,19761,ADFFOODS
RADIOCITY,19877,RADIOCITY
SECMARK,19496,SECMARK
DMART,19913,DMART
AHLADA,2004,AHLADA
MAXESTATES,19646,MAXESTATES
AKSHARCHEM,20178,AKSHARCHEM
BLUEJET,19686,BLUEJET
KILITCH,19937,KILITCH
LYKALABS,2028,LYKALABS
CLEDUCATE,20223,CLEDUCATE
SHAH,20296,SHAH
TATATECH,20293,TATATECH
M&M,2031,M&M
FLAIR,20372,FLAIR
ASKAUTOLTD,20152,ASKAUTOLTD
WIPL,20481,WIPL
GOLDSHARE,14535,GOLDSHARE
ESILVER,20257,ESILVER
ZENITHSTL,14562,ZENITHSTL
TARMAT,14771,TARMAT
SPARC,14788,SPARC
ALPA,14848,ALPA
KPRMILL,14912,KPRMILL
NAGREEKCAP,14942,NAGREEKCAP
ASTERDM,1508,ASTERDM
WCIL,25403,WCIL
JYOTHYLAB,15146,JYOTHYLAB
CORDSCABLE,15271,CORDSCABLE
GOLDETFADD,15356,GOLDETFADD
IRB,15313,IRB
MANBA,25597,MANBA
GROWWDEFNC,25758,GROWWDEFNC
NESCO,15409,NESCO
TITAGARH,15414,TITAGARH
AVG,15589,AVG
MGEL,1593,MGEL
FAIRCHEMOR,1614,FAIRCHEMOR
IONEXCHANG,1630,IONEXCHANG
PTCIL,16682,PTCIL
RPGLIFE,16725,RPGLIFE
ITI,1675,ITI
AVL,25984,AVL
INDBANK,16933,INDBANK
SHARIABEES,17044,SHARIABEES
PATANJALI,17029,PATANJALI
GATECHDVR,17,GATECHDVR
ATUL,263,ATUL
SETFGOLD,17272,SETFGOLD
PIDILITIND,2664,PIDILITIND
HEXATRADEX,27008,HEXATRADEX
ASPINWALL,17270,ASPINWALL
ARMANFIN,17263,ARMANFIN
ACMESOLAR,27061,ACMESOLAR
LLOYDSME,17313,LLOYDSME
NTPCGREEN,27176,NTPCGREEN
DAMODARIND,17541,DAMODARIND
CONTROLPR,17477,CONTROLPR
MGL,17534,MGL
LIQUID,17572,LIQUID
RTNINDIA,27297,RTNINDIA
YATHARTH,17738,YATHARTH
SARDAEN,17758,SARDAEN
NESTLEIND,17963,NESTLEIND
JYOTISTRUC,1802,JYOTISTRUC
KAJARIACER,1808,KAJARIACER
AUTOAXLES,278,AUTOAXLES
EASEMYTRIP,2792,EASEMYTRIP
YASHO,18131,YASHO
KPIL,1814,KPIL
RAJSREESUG,2809,RAJSREESUG
ORIENTLTD,18208,ORIENTLTD
HDFCLIQUID,18279,HDFCLIQUID
KANORICHEM,1835,KANORICHEM
ZAGGLE,18608,ZAGGLE
HPL,18679,HPL
MAZDA,18866,MAZDA
RAJRATAN,18962,RAJRATAN
KOTAKBANK,1922,KOTAKBANK
QUADFUTURE,29087,QUADFUTURE
GOLDIETF,19679,GOLDIETF
GPPL,19731,GPPL
WELINV,19800,WELINV
SUPREME,29439,SUPREME
LICHSGFIN,1997,LICHSGFIN
NEXT30ADD,29464,NEXT30ADD
AJAXENGG,29624,AJAXENGG
BAJAJINDEF,29678,BAJAJINDEF
SURYODAY,2970,SURYODAY
DOMS,20551,DOMS
CHENNPETRO,2049,CHENNPETRO
SUPERHOUSE,20616,SUPERHOUSE
GUJAPOLLO,14677,GUJAPOLLO
AKZOINDIA,1467,AKZOINDIA
KMSUGAR,14667,KMSUGAR
161NSETEST,14784,161NSETEST
PSB,21001,PSB
IFBIND,1485,IFBIND
IFBAGRO,1482,IFBAGRO
ERIS,21154,ERIS
SILVERETF,15085,SILVERETF
BHAGYANGR,20776,BHAGYANGR
SVLL,15121,SVLL
RHL,15157,RHL
MAHSCOOTER,2085,MAHSCOOTER
HAPPYFORGE,20854,HAPPYFORGE
CEATLTD,15254,CEATLTD
RPOWER,15259,RPOWER
VIRINCHI,15295,VIRINCHI
ONMOBILE,15278,ONMOBILE
BANG,15303,BANG
MANGLMCEM,2106,MANGLMCEM
SURANASOL,21077,SURANASOL
HCG,15555,HCG
ACL,15420,ACL
CDSL,21174,CDSL
AVADHSUGAR,21406,AVADHSUGAR
GMMPFAUDLR,1570,GMMPFAUDLR
ATALREAL,15649,ATALREAL
UTINEXT50,21478,UTINEXT50
MFSL,2142,MFSL
GILLETTE,1576,GILLETTE
BECTORFOOD,1628,BECTORFOOD
TEXRAIL,21828,TEXRAIL
DPWIRES,16900,DPWIRES
IEX,220,IEX
DHUNINV,22233,DHUNINV
SHRIPISTON,17186,SHRIPISTON
VINATIORGA,17364,VINATIORGA
AJMERA,17307,AJMERA
SETF10GILT,17395,SETF10GILT
GLOBUSSPR,17424,GLOBUSSPR
ADANIPOWER,17388,ADANIPOWER
NIF10GETF,22524,NIF10GETF
SENSEXADD,17613,SENSEXADD
RTNPOWER,17520,RTNPOWER
LTGILTBEES,17700,LTGILTBEES
NIITMTS,17747,NIITMTS
ALOKINDS,17675,ALOKINDS
UNITEDTEA,17999,UNITEDTEA
KAKATCEM,1811,KAKATCEM
GOPAL,23066,GOPAL
KAMATHOTEL,1826,KAMATHOTEL
MOREALTY,23184,MOREALTY
PERSISTENT,18365,PERSISTENT
AIIL,23553,AIIL
RRKABEL,18566,RRKABEL
BSLGOLDETF,23804,BSLGOLDETF
NUVAMA,18721,NUVAMA
KALAMANDIR,18755,KALAMANDIR
STYRENIX,19,STYRENIX
VBL,18921,VBL
AARTISURF,19233,AARTISURF
KREBSBIO,1937,KREBSBIO
BHANDARI,19556,BHANDARI
PRAKASHSTL,19599,PRAKASHSTL
ALPHAETF,19640,ALPHAETF
MASFIN,199,MASFIN
LMW,1979,LMW
LIBERTSHOE,1994,LIBERTSHOE
GREENPOWER,20110,GREENPOWER
SASTASUNDR,20063,SASTASUNDR
LUMAXIND,2018,LUMAXIND
GANDHAR,20303,GANDHAR
INDIGOPNTS,2048,INDIGOPNTS
VTL,2073,VTL
JINDWORLD,20642,JINDWORLD
ZEELEARN,20852,ZEELEARN
AZAD,20905,AZAD
STARCEMENT,21091,STARCEMENT
AXISNIFTY,21252,AXISNIFTY
TATAGOLD,21401,TATAGOLD
ABCAPITAL,21614,ABCAPITAL
COMSYN,21578,COMSYN
ONGC,2475,ONGC
APEX,21623,APEX
DCAL,21704,DCAL
YAARI,24999,YAARI
A2ZINFRA,20906,A2ZINFRA
STYLEBAAZA,25114,STYLEBAAZA
ARKADE,25398,ARKADE
HUHTAMAKI,2562,HUHTAMAKI
VIKASECO,25756,VIKASECO
GTPL,21195,GTPL
AUBANK,21238,AUBANK
AFFORDABLE,25855,AFFORDABLE
DYNPRO,21314,DYNPRO
WAAREEENER,25907,WAAREEENER
3PLAND,2595,3PLAND
MOM100,21423,MOM100
GANGESSECU,21399,GANGESSECU
SMSLIFE,21551,SMSLIFE
SWANENERGY,27095,SWANENERGY
ARVEE,2814,ARVEE
IKS,28125,IKS
ANURAS,2829,ANURAS
LXCHEM,2841,LXCHEM
CRAFTSMAN,2854,CRAFTSMAN
SANATHAN,28805,SANATHAN
MOSCHIP,29459,MOSCHIP
PROTEAN,29472,PROTEAN
NATCAPSUQ,29583,NATCAPSUQ
LOWVOLIETF,21254,LOWVOLIETF
DIGIDRIVE,21247,DIGIDRIVE
MAGADSUGAR,21392,MAGADSUGAR
JYOTICNC,21334,JYOTICNC
OPTIEMUS,21469,OPTIEMUS
CHOLAHLDNG,21740,CHOLAHLDNG
CAPACITE,21749,CAPACITE
DIAMONDYD,21840,DIAMONDYD
SBILIFE,21808,SBILIFE
INDTERRAIN,21957,INDTERRAIN
ACC,22,ACC
EBBETF0431,22239,EBBETF0431
MAXHEALTH,22377,MAXHEALTH
HDFCNIFBAN,22433,HDFCNIFBAN
MON100,22739,MON100
LASA,21713,LASA
JGCHEM,23056,JGCHEM
HFCL,21951,HFCL
NOVAAGRI,22477,NOVAAGRI
HEIDELBERG,2316,HEIDELBERG
SMCGLOBAL,2320,SMCGLOBAL
181NSETEST,23447,181NSETEST
GPTHEALTH,22846,GPTHEALTH
JUNIPER,22824,JUNIPER
BALUFORGE,23607,BALUFORGE
MUNJALSHOW,2307,MUNJALSHOW
SCILAL,23127,SCILAL
IXIGO,24067,IXIGO
STANLEY,24226,STANLEY
ABGSEC,24404,ABGSEC
SANSTAR,24582,SANSTAR
INVENTURE,24870,INVENTURE
SSDL,24856,SSDL
ORIENTHOT,2493,ORIENTHOT
ADANIENT,25,ADANIENT
PGEL,25358,PGEL
PGHH,2535,PGHH
BHARTIHEXA,23489,BHARTIHEXA
UYFINCORP,25626,UYFINCORP
SRD,25737,SRD
MINDACORP,25897,MINDACORP
DIVOPPBEES,2636,DIVOPPBEES
AMJLAND,2598,AMJLAND
KPEL,27079,KPEL
MIDSMALL,23855,MIDSMALL
RACLGEAR,27171,RACLGEAR
MTARTECH,2709,MTARTECH
ANUHPHR,28314,ANUHPHR
CARERATING,29113,CARERATING
RIIL,2912,RIIL
ABDL,24308,ABDL
PCJEWELLER,29124,PCJEWELLER
VRAJ,24321,VRAJ
SBISILVER,24366,SBISILVER
EVINDIA,24461,EVINDIA
KALYANKJIL,2955,KALYANKJIL
MIDHANI,2463,MIDHANI
HILTON,14627,HILTON
FIRSTCRY,24814,FIRSTCRY
METALIETF,24861,METALIETF
ORIENTPPR,2496,ORIENTPPR
TIMETECHNO,14707,TIMETECHNO
051NSETEST,14758,051NSETEST
121NSETEST,14777,121NSETEST
071NSETEST,14764,071NSETEST
BCLIND,2513,BCLIND
GSEC10YEAR,14938,GSEC10YEAR
CIEINDIA,14937,CIEINDIA
TDPOWERSYS,25178,TDPOWERSYS
MAANALU,15017,MAANALU
APLLTD,25328,APLLTD
BVCL,15073,BVCL
PATINTLOG,15219,PATINTLOG
ECLERX,15179,ECLERX
PPAP,15209,PPAP
ARIES,15204,ARIES
LICNFNHGP,15229,LICNFNHGP
PAISALO,25468,PAISALO
NAHARCAP,15360,NAHARCAP
RACE,15391,RACE
ATAM,15404,ATAM
LICMFGOLD,25640,LICMFGOLD
BHARATWIRE,16123,BHARATWIRE
APOLLOHOSP,157,APOLLOHOSP
INFIBEAM,16249,INFIBEAM
TATAINVEST,1621,TATAINVEST
APOLLOTYRE,163,APOLLOTYRE
MMP,16395,MMP
VAL30IETF,25851,VAL30IETF
HYUNDAI,25844,HYUNDAI
SIGMA,16658,SIGMA
GHCLTEXTIL,16696,GHCLTEXTIL
BAJAJFINSV,16675,BAJAJFINSV
DIGISPICE,16683,DIGISPICE
DRCSYSTEMS,2645,DRCSYSTEMS
IVP,1681,IVP
ARTEMISMED,16913,ARTEMISMED
VSSL,27067,VSSL
SWIGGY,27066,SWIGGY
KMEW,27084,KMEW
PRECOT,2711,PRECOT
THYROCARE,17032,THYROCARE
HMAAGRO,17053,HMAAGRO
MIDCAPIETF,17152,MIDCAPIETF
PRECWIRE,2717,PRECWIRE
BUTTERFLY,2716,BUTTERFLY
JBCHEPHARM,1726,JBCHEPHARM
SAILIFE,27839,SAILIFE
SUNTECK,17641,SUNTECK
MAHEPC,17603,MAHEPC
QUESS,17704,QUESS
GILLANDERS,17839,GILLANDERS
ATL,17778,ATL
IGIL,28378,IGIL
GODREJPROP,17875,GODREJPROP
JSWENERGY,17869,JSWENERGY
BAYERCROP,17927,BAYERCROP
VENTIVE,28847,VENTIVE
TRF,17987,TRF
SBICARD,17971,SBICARD
CARRARO,28879,CARRARO
RATNAVEER,18423,RATNAVEER
NIBE,29487,NIBE
CUPID,18520,CUPID
GNA,18571,GNA
LTTS,18564,LTTS
NIF100BEES,29577,NIF100BEES
REPCOHOME,29598,REPCOHOME
JUBLCPL,29590,JUBLCPL
CARYSIL,1879,CARYSIL
SAKHTISUG,2969,SAKHTISUG
KSL,18889,KSL
NIBL,29733,NIBL
PODDARMENT,19036,PODDARMENT
JUSTDIAL,29962,JUSTDIAL
ITBEES,19084,ITBEES
UDS,19113,UDS
ROLLT,19104,ROLLT
DAVANGERE,21794,DAVANGERE
SUNDARMHLD,2183,SUNDARMHLD
NIFTYBETF,21959,NIFTYBETF
ORISSAMINE,19931,ORISSAMINE
DEEPAKNTR,19943,DEEPAKNTR
INFRABEES,20072,INFRABEES
UNIDT,201,UNIDT
ARIHANTSUP,20159,ARIHANTSUP
RAMKY,20134,RAMKY
WABAG,20188,WABAG
PRESTIGE,20302,PRESTIGE
NRAIL,20314,NRAIL
COALINDIA,20374,COALINDIA
DOLLAR,20560,DOLLAR
MCL,22360,MCL
ITIETF,22365,ITIETF
MOTISONS,20788,MOTISONS
AROGRANITE,14557,AROGRANITE
ADVANIHOTR,14745,ADVANIHOTR
081NSETEST,14767,081NSETEST
REPL,1480,REPL
GOLD1,14858,GOLD1
MOREPENLAB,2259,MOREPENLAB
PURVA,14922,PURVA
RBA,1494,RBA
POWERGRID,14977,POWERGRID
RELIGARE,15068,RELIGARE
AVALON,15058,AVALON
BLAL,15067,BLAL
BAJAJELEC,15034,BAJAJELEC
DVL,15214,DVL
MANAKSIA,15199,MANAKSIA
SMALLCAP,22832,SMALLCAP
JKIL,15266,JKIL
HERCULES,15288,HERCULES
INFY,1594,INFY
MURUDCERA,2313,MURUDCERA
MOSMALL250,23181,MOSMALL250
SILVRETF,16777,SILVRETF
QNIFTY,16819,QNIFTY
20MICRONS,16921,20MICRONS
MAWANASUG,17022,MAWANASUG
ITETFADD,17207,ITETFADD
JAYSREETEA,1720,JAYSREETEA
PAKKA,17197,PAKKA
SALONA,17351,SALONA
ASIANPAINT,236,ASIANPAINT
NV20IETF,17475,NV20IETF
AMRUTANJAN,17547,AMRUTANJAN
GROBTEA,17770,GROBTEA
REFEX,17764,REFEX
LLOYDSENGG,17801,LLOYDSENGG
BOROSCI,24014,BOROSCI
REDTAPE,17859,REDTAPE
SBFC,18026,SBFC
IVZINNIFTY,24217,IVZINNIFTY
DBL,18086,DBL
ARENTERP,181,ARENTERP
RELIABLE,24378,RELIABLE
NDGL,18371,NDGL
DIACABS,18543,DIACABS
DIAMINESQ,18644,DIAMINESQ
ICICIPRULI,18652,ICICIPRULI
SIGNATURE,18743,SIGNATURE
UNIECOM,24809,UNIECOM
IDFNIFTYET,18783,IDFNIFTYET
SENSEXETF,19224,SENSEXETF
IMFA,19235,IMFA
ITDC,19299,ITDC
ARVIND,193,ARVIND
MULTICAP,25080,MULTICAP
PREMIERENE,25049,PREMIERENE
PLAZACABLE,19458,PLAZACABLE
BAJAJCON,19531,BAJAJCON
EUREKAFORB,25162,EUREKAFORB
TRENT,1964,TRENT
SANOFICONR,25222,SANOFICONR
CELLO,19795,CELLO
LGHL,19876,LGHL
NORTHARC,25426,NORTHARC
ASHOKA,20182,ASHOKA
FEDFINA,20322,FEDFINA
CGCL,20329,CGCL
DSSL,25690,DSSL
APCL,20453,APCL
PRUDMOULI,20527,PRUDMOULI
GRAVITA,20534,GRAVITA
SEAMECLTD,2616,SEAMECLTD
PEARLPOLY,2610,PEARLPOLY
PFIZER,2643,PFIZER
POLYPLEX,2687,POLYPLEX
PRAJIND,2705,PRAJIND
NIVABUPA,27097,NIVABUPA
SURAKSHA,27334,SURAKSHA
RCF,2866,RCF
MAYURUNIQ,28906,MAYURUNIQ
UNIMECH,28960,UNIMECH
ONESOURCE,29224,ONESOURCE
MOIL,20830,MOIL
HUDCO,20825,HUDCO
MUFTI,20878,MUFTI
MCLOUD,29482,MCLOUD
NIFTYIETF,29553,NIFTYIETF
SANDESH,2988,SANDESH
SIS,21501,SIS
DIXON,21690,DIXON
MOCAPITAL,30065,MOCAPITAL
CASHIETF,30139,CASHIETF
SAURASHCEM,3018,SAURASHCEM
BHARATSE,30244,BHARATSE
TOTAL,22423,TOTAL
TRANSWORLD,3129,TRANSWORLD
NDL,31258,NDL
BLSE,22566,BLSE
HONDAPOWER,3138,HONDAPOWER
VALIANTORG,330,VALIANTORG
LODHA,3220,LODHA
SIGNPOST,22656,SIGNPOST
MOTOGENFIN,2268,MOTOGENFIN
MODISONLTD,3316,MODISONLTD
ADOR,34,ADOR
BALMLAWRIE,338,BALMLAWRIE
HONAUT,3417,HONAUT
TATAMOTORS,3456,TATAMOTORS
TATACONSUM,3432,TATACONSUM
TNTELE,3512,TNTELE
GOLDCASE,22901,GOLDCASE
UNICHEMLAB,3579,UNICHEMLAB
VESUVIUS,3676,VESUVIUS
SOLARA,3672,SOLARA
EXICOM,22947,EXICOM
VLSFINANCE,3715,VLSFINANCE
WALCHANNAG,3736,WALCHANNAG
TATACOMM,3721,TATACOMM
NATCOPHARM,3918,NATCOPHARM
IWEL,3776,IWEL
WILLAMAGOR,3772,WILLAMAGOR
PVSL,23142,PVSL
NAVA,4014,NAVA
PANACEABIO,4055,PANACEABIO
GOCLCORP,3963,GOCLCORP
SANGAMIND,4184,SANGAMIND
HDFCAMC,4244,HDFCAMC
JAYNECOIND,2331,JAYNECOIND
LIQUIDADD,23407,LIQUIDADD
PUNJABCHEM,4344,PUNJABCHEM
INDIANCARD,4422,INDIANCARD
GLOSTERLTD,23590,GLOSTERLTD
ATLASCYCLE,4568,ATLASCYCLE
JCHAC,4491,JCHAC
SONACOMS,4684,SONACOMS
SHYAMMETL,4693,SHYAMMETL
KCPSUGIND,4809,KCPSUGIND
SAREGAMA,4892,SAREGAMA
BFSI,5220,BFSI
BOMDYEING,513,BOMDYEING
EXXARO,5352,EXXARO
AAREYDRUGS,5245,AAREYDRUGS
INTLCONV,5606,INTLCONV
BSLSENETFG,5957,BSLSENETFG
CUB,5701,CUB
CENTENKA,619,CENTENKA
NIFTYETF,6353,NIFTYETF
HEALTHY,6297,HEALTHY
APOLSINHOT,6302,APOLSINHOT
SONATSOFTW,6596,SONATSOFTW
POLICYBZR,6656,POLICYBZR
IVC,6711,IVC
GANECOS,6944,GANECOS
VISHNU,6908,VISHNU
DICIND,703,DICIND
SHIVALIK,7016,SHIVALIK
JMA,7109,JMA
STARHEALTH,7083,STARHEALTH
SBIETFPB,722,SBIETFPB
HECPROJECT,7425,HECPROJECT
HAVISHA,7457,HAVISHA
TINNARUBR,756020,TINNARUBR
PRIMO,756925,PRIMO
MONARCH,7679,MONARCH
RAMCOSYS,7851,RAMCOSYS
SILVERIETF,7942,SILVERIETF
LFIC,7902,LFIC
AWL,8110,AWL
BLBLIMITED,8132,BLBLIMITED
BSHSL,809,BSHSL
MEGASTAR,8153,MEGASTAR
SOFTTECH,8266,SOFTTECH
GSEC5IETF,8342,GSEC5IETF
TVSMOTOR,8479,TVSMOTOR
MITCON,8469,MITCON
GATEWAY,8510,GATEWAY
PNBGILTS,8736,PNBGILTS
ROTO,9049,ROTO
EICHERMOT,910,EICHERMOT
EQUITASBNK,913,EQUITASBNK
ORCHPHARMA,926,ORCHPHARMA
SILVERTUC,9422,SILVERTUC
SKIPPER,9428,SKIPPER
ETHOSLTD,9750,ETHOSLTD
AETHER,9810,AETHER
EPL,981,EPL
AIRAN,9897,AIRAN
ALANKIT,9921,ALANKIT
RAILTEL,2431,RAILTEL
CONSUMBEES,2435,CONSUMBEES
DHANUKA,24409,DHANUKA
AGIIL,24445,AGIIL
OILCOUNTUB,2472,OILCOUNTUB
AKUMS,24715,AKUMS
CEIGALL,24742,CEIGALL
ONWARDTEC,2481,ONWARDTEC
ORIENTTECH,24961,ORIENTTECH
BODALCHEM,25017,BODALCHEM
RAYMONDLSL,25073,RAYMONDLSL
PANAMAPET,25392,PANAMAPET
VASWANI,25340,VASWANI
ESSARSHPNG,25634,ESSARSHPNG
METAL,25744,METAL
GARUDA,25800,GARUDA
EMULTIMQ,25996,EMULTIMQ
OCCLLTD,25918,OCCLLTD
MASTERTR,27047,MASTERTR
PRAKASH,2708,PRAKASH
TRANSRAILL,28714,TRANSRAILL
DAMCAPITAL,28662,DAMCAPITAL
SENORES,28888,SENORES
SGLTL,29075,SGLTL
RICOAUTO,2909,RICOAUTO
ITCHOTELS,29251,ITCHOTELS
VMART,29284,VMART
QPOWER,29711,QPOWER
NAZARA,2987,NAZARA
GUJTHEM,29731,GUJTHEM
SANGHIIND,2997,SANGHIIND
BSE500IETF,3001,BSE500IETF
RKDL,20950,RKDL
SUNCLAY,20956,SUNCLAY
INNOVACAP,21062,INNOVACAP
SUMMITSEC,21275,SUMMITSEC
ASHOKLEY,212,ASHOKLEY
SALASAR,21362,SALASAR
BDL,2144,BDL
HINDMOTORS,21676,HINDMOTORS
MATRIMONY,21726,MATRIMONY
BOSCHLTD,2181,BOSCHLTD
AKG,2176,AKG
BANKBETF,21986,BANKBETF
NDRAUTO,22255,NDRAUTO
ALPL30IETF,22344,ALPL30IETF
NIF5GETF,22521,NIF5GETF
HDFCPSUBK,22595,HDFCPSUBK
HEALTHADD,22592,HEALTHADD
RPTECH,22670,RPTECH
